Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
Lrrc3	current symbol	MGI:2447899	Lrrc3	leucine rich repeat containing 3	protein coding gene	ENSMUSG00000051652	237387
Lrrc4	current symbol	MGI:2182081	Lrrc4	leucine rich repeat containing 4	protein coding gene	ENSMUSG00000049939	192198
Lrrc55	current symbol	MGI:2685197	Lrrc55	leucine rich repeat containing 55	protein coding gene	ENSMUSG00000075224	241528
Lrrc59	current symbol	MGI:2138133	Lrrc59	leucine rich repeat containing 59	protein coding gene	ENSMUSG00000020869	98238
Lrrc75b	current symbol	MGI:2143657	Lrrc75b	leucine rich repeat containing 75B	protein coding gene	ENSMUSG00000046807	192734
Lrrc8a	current symbol	MGI:2652847	Lrrc8a	leucine rich repeat containing 8A VRAC subunit A	protein coding gene	ENSMUSG00000007476	241296
Lrrc8b	current symbol	MGI:2141353	Lrrc8b	leucine rich repeat containing 8 family, member B	protein coding gene	ENSMUSG00000070639	433926
Lrrn1	current symbol	MGI:106038	Lrrn1	leucine rich repeat protein 1, neuronal	protein coding gene	ENSMUSG00000034648	16979
Lrrtm3	current symbol	MGI:2389177	Lrrtm3	leucine rich repeat transmembrane neuronal 3	protein coding gene	ENSMUSG00000042846	216028
Lrtm2	current symbol	MGI:2141485	Lrtm2	leucine-rich repeats and transmembrane domains 2	protein coding gene	ENSMUSG00000055003	211187
Lsm11	current symbol	MGI:1919540	Lsm11	U7 snRNP-specific Sm-like protein LSM11	protein coding gene	ENSMUSG00000044847	72290
Lss	current symbol	MGI:1336155	Lss	lanosterol synthase	protein coding gene	ENSMUSG00000033105	16987
Lynx1	current symbol	MGI:1345180	Lynx1	Ly6/neurotoxin 1	protein coding gene	ENSMUSG00000022594	23936
Lypd1	current symbol	MGI:1919835	Lypd1	Ly6/Plaur domain containing 1	protein coding gene	ENSMUSG00000026344	72585
Lypd6	current symbol	MGI:2443848	Lypd6	LY6/PLAUR domain containing 6	protein coding gene	ENSMUSG00000050447	320343
Lypd6b	current symbol	MGI:1919147	Lypd6b	LY6/PLAUR domain containing 6B	protein coding gene	ENSMUSG00000026765	71897
Lyrm9	current symbol	MGI:1913524	Lyrm9	LYR motif containing 9	protein coding gene	ENSMUSG00000072640	66274
Lztfl1	current symbol	MGI:1934860	Lztfl1	leucine zipper transcription factor-like 1	protein coding gene	ENSMUSG00000025245	93730
Maf	current symbol	MGI:96909	Maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein coding gene	ENSMUSG00000055435	17132
Mafb	current symbol	MGI:104555	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	protein coding gene	ENSMUSG00000074622	16658
Magel2	current symbol	MGI:1351648	Magel2	MAGE family member L2	protein coding gene	ENSMUSG00000056972	27385
Magi3	current symbol	MGI:1923484	Magi3	membrane associated guanylate kinase, WW and PDZ domain containing 3	protein coding gene	ENSMUSG00000052539	99470
Mal2	current symbol	MGI:2146021	Mal2	mal, T cell differentiation protein 2	protein coding gene	ENSMUSG00000024479	105853
Maml3	current symbol	MGI:2389461	Maml3	mastermind like transcriptional coactivator 3	protein coding gene	ENSMUSG00000061143	433586
Mamld1	current symbol	MGI:3045303	Mamld1	mastermind-like domain containing 1	protein coding gene	ENSMUSG00000059401	333639
Man1c1	current symbol	MGI:2446214	Man1c1	mannosidase, alpha, class 1C, member 1	protein coding gene	ENSMUSG00000037306	230815
Man2a1	current symbol	MGI:104669	Man2a1	mannosidase 2, alpha 1	protein coding gene	ENSMUSG00000024085	17158
Maneal	current symbol	MGI:2684896	Maneal	mannosidase, endo-alpha-like	protein coding gene	ENSMUSG00000042763	215090
Map6d1	current symbol	MGI:3607784	Map6d1	MAP6 domain containing 1	protein coding gene	ENSMUSG00000041205	208158
Map7d2	current symbol	MGI:1917474	Map7d2	MAP7 domain containing 2	protein coding gene	ENSMUSG00000041020	78283
Mapk3	current symbol	MGI:1346859	Mapk3	mitogen-activated protein kinase 3	protein coding gene	ENSMUSG00000063065	26417
Mapk8ip1	current symbol	MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	protein coding gene	ENSMUSG00000027223	19099
Mapre1	current symbol	MGI:891995	Mapre1	microtubule-associated protein, RP/EB family, member 1	protein coding gene	ENSMUSG00000027479	13589
Mars		No associated gene					
Masp1	current symbol	MGI:88492	Masp1	mannan-binding lectin serine peptidase 1	protein coding gene	ENSMUSG00000022887	17174
Matk	current symbol	MGI:99259	Matk	megakaryocyte-associated tyrosine kinase	protein coding gene	ENSMUSG00000004933	17179
Matn2	current symbol	MGI:109613	Matn2	matrilin 2	protein coding gene	ENSMUSG00000022324	17181
Mb21d2	current symbol	MGI:1917028	Mb21d2	Mab-21 domain containing 2	protein coding gene	ENSMUSG00000051065	239796
Mc4r	current symbol	MGI:99457	Mc4r	melanocortin 4 receptor	protein coding gene	ENSMUSG00000047259	17202
Mdga1	current symbol	MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	protein coding gene	ENSMUSG00000043557	74762
Mdh1b	current symbol	MGI:1923918	Mdh1b	malate dehydrogenase 1B, NAD (soluble)	protein coding gene	ENSMUSG00000025963	76668
Me3	current symbol	MGI:1916679	Me3	malic enzyme 3, NADP(+)-dependent, mitochondrial	protein coding gene	ENSMUSG00000030621	109264
Med14	current symbol	MGI:1349442	Med14	mediator complex subunit 14	protein coding gene	ENSMUSG00000064127	26896
Megf11	current symbol	MGI:1920951	Megf11	multiple EGF-like-domains 11	protein coding gene	ENSMUSG00000036466	214058
Megf8	current symbol	MGI:2446294	Megf8	multiple EGF-like-domains 8	protein coding gene	ENSMUSG00000045039	269878
Mertk	current symbol	MGI:96965	Mertk	MER proto-oncogene tyrosine kinase	protein coding gene	ENSMUSG00000014361	17289
Met	current symbol	MGI:96969	Met	met proto-oncogene	protein coding gene	ENSMUSG00000009376	17295
Metap1	current symbol	MGI:1922874	Metap1	methionyl aminopeptidase 1	protein coding gene	ENSMUSG00000005813	75624
Metrn	current symbol	MGI:1917333	Metrn	meteorin, glial cell differentiation regulator	protein coding gene	ENSMUSG00000002274	70083
Mettl9	current symbol	MGI:1914862	Mettl9	methyltransferase like 9	protein coding gene	ENSMUSG00000030876	59052
Mfge8	current symbol	MGI:102768	Mfge8	milk fat globule EGF and factor V/VIII domain containing	protein coding gene	ENSMUSG00000030605	17304
Mfsd3	current symbol	MGI:1916822	Mfsd3	major facilitator superfamily domain containing 3	protein coding gene	ENSMUSG00000019080	69572
Mfsd6	current symbol	MGI:1922925	Mfsd6	major facilitator superfamily domain containing 6	protein coding gene	ENSMUSG00000041439	98682
Mfsd9	current symbol	MGI:2443548	Mfsd9	major facilitator superfamily domain containing 9	protein coding gene	ENSMUSG00000041945	211798
Mgat5b	current symbol	MGI:3606200	Mgat5b	mannoside acetylglucosaminyltransferase 5, isoenzyme B	protein coding gene	ENSMUSG00000043857	268510
Mgll	current symbol	MGI:1346042	Mgll	monoglyceride lipase	protein coding gene	ENSMUSG00000033174	23945
Mgrn1	current symbol	MGI:2447670	Mgrn1	mahogunin, ring finger 1	protein coding gene	ENSMUSG00000022517	17237
Mib1	current symbol	MGI:2443157	Mib1	mindbomb E3 ubiquitin protein ligase 1	protein coding gene	ENSMUSG00000024294	225164
Mical2	current symbol	MGI:2444947	Mical2	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein coding gene	ENSMUSG00000038244	320878
Micall2	current symbol	MGI:2444818	Micall2	MICAL-like 2	protein coding gene	ENSMUSG00000036718	231830
Minar1	current symbol	MGI:2667167	Minar1	membrane integral NOTCH2 associated receptor 1	protein coding gene	ENSMUSG00000039313	209743
Mindy2	current symbol	MGI:2443086	Mindy2	MINDY lysine 48 deubiquitinase 2	protein coding gene	ENSMUSG00000042444	235461
Mir124-2hg	current symbol	MGI:1917691	Mir124-2hg	Mir124-2 host gene (non-protein coding)	lncRNA gene	ENSMUSG00000100252	70441
Mlxip	current symbol	MGI:2141183	Mlxip	MLX interacting protein	protein coding gene	ENSMUSG00000038342	208104
Mmd2	current symbol	MGI:1922354	Mmd2	monocyte to macrophage differentiation-associated 2	protein coding gene	ENSMUSG00000039533	75104
Mmp17	current symbol	MGI:1346076	Mmp17	matrix metallopeptidase 17	protein coding gene	ENSMUSG00000029436	23948
Mmp2	current symbol	MGI:97009	Mmp2	matrix metallopeptidase 2	protein coding gene	ENSMUSG00000031740	17390
Mmp24	current symbol	MGI:1341867	Mmp24	matrix metallopeptidase 24	protein coding gene	ENSMUSG00000027612	17391
Mpp2	current symbol	MGI:1858257	Mpp2	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	protein coding gene	ENSMUSG00000017314	50997
Mpp6	current symbol	MGI:1927340	Mpp6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	protein coding gene	ENSMUSG00000038388	56524
Mpped1	current symbol	MGI:106316	Mpped1	metallophosphoesterase domain containing 1	protein coding gene	ENSMUSG00000041708	223726
Mprip	current symbol	MGI:1349438	Mprip	myosin phosphatase Rho interacting protein	protein coding gene	ENSMUSG00000005417	26936
Mras	current symbol	MGI:1100856	Mras	muscle and microspikes RAS	protein coding gene	ENSMUSG00000032470	17532
Mrpl35	current symbol	MGI:1913473	Mrpl35	mitochondrial ribosomal protein L35	protein coding gene	ENSMUSG00000052962	66223
Msn	current symbol	MGI:97167	Msn	moesin	protein coding gene	ENSMUSG00000031207	17698
Mtch1	current symbol	MGI:1929261	Mtch1	mitochondrial carrier 1	protein coding gene	ENSMUSG00000024012	56462
Mtch2	current symbol	MGI:1929260	Mtch2	mitochondrial carrier 2	protein coding gene	ENSMUSG00000027282	56428
Mthfd1l	current symbol	MGI:1924836	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	protein coding gene	ENSMUSG00000040675	270685
Mtmr2	current symbol	MGI:1924366	Mtmr2	myotubularin related protein 2	protein coding gene	ENSMUSG00000031918	77116
Mtmr4	current symbol	MGI:2180699	Mtmr4	myotubularin related protein 4	protein coding gene	ENSMUSG00000018401	170749
Mvd	current symbol	MGI:2179327	Mvd	mevalonate (diphospho) decarboxylase	protein coding gene	ENSMUSG00000006517	192156
Myh8	current symbol	MGI:1339712	Myh8	myosin, heavy polypeptide 8, skeletal muscle, perinatal	protein coding gene	ENSMUSG00000055775	17885
Myo5b	current symbol	MGI:106598	Myo5b	myosin VB	protein coding gene	ENSMUSG00000025885	17919
Myrip	current symbol	MGI:2384407	Myrip	myosin VIIA and Rab interacting protein	protein coding gene	ENSMUSG00000041794	245049
N4bp2l1	current symbol	MGI:2140872	N4bp2l1	NEDD4 binding protein 2-like 1	protein coding gene	ENSMUSG00000041132	100637
N4bp3	current symbol	MGI:2442218	N4bp3	NEDD4 binding protein 3	protein coding gene	ENSMUSG00000001053	212706
Naa60	current symbol	MGI:1922013	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	protein coding gene	ENSMUSG00000005982	74763
Nadsyn1	current symbol	MGI:1926164	Nadsyn1	NAD synthetase 1	protein coding gene	ENSMUSG00000031090	78914
Naga	current symbol	MGI:1261422	Naga	N-acetyl galactosaminidase, alpha	protein coding gene	ENSMUSG00000022453	17939
Napepld	current symbol	MGI:2140885	Napepld	N-acyl phosphatidylethanolamine phospholipase D	protein coding gene	ENSMUSG00000044968	242864
Narf	current symbol	MGI:1914858	Narf	nuclear prelamin A recognition factor	protein coding gene	ENSMUSG00000000056	67608
Nbea	current symbol	MGI:1347075	Nbea	neurobeachin	protein coding gene	ENSMUSG00000027799	26422
Nbl1	current symbol	MGI:104591	Nbl1	NBL1, DAN family BMP antagonist	protein coding gene	ENSMUSG00000041120	17965
Ndel1	current symbol	MGI:1932915	Ndel1	nudE neurodevelopment protein 1 like 1	protein coding gene	ENSMUSG00000018736	83431
Ndrg1	current symbol	MGI:1341799	Ndrg1	N-myc downstream regulated gene 1	protein coding gene	ENSMUSG00000005125	17988
Nefl	current symbol	MGI:97313	Nefl	neurofilament, light polypeptide	protein coding gene	ENSMUSG00000022055	18039
Nek6	current symbol	MGI:1891638	Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6	protein coding gene	ENSMUSG00000026749	59126
Nell1	current symbol	MGI:2443902	Nell1	NEL-like 1	protein coding gene	ENSMUSG00000055409	338352
Neurl1b	current symbol	MGI:3643092	Neurl1b	neuralized E3 ubiquitin protein ligase 1B	protein coding gene	ENSMUSG00000034413	240055
Nfe2l3	current symbol	MGI:1339958	Nfe2l3	nuclear factor, erythroid derived 2, like 3	protein coding gene	ENSMUSG00000029832	18025
Nfil3	current symbol	MGI:109495	Nfil3	nuclear factor, interleukin 3, regulated	protein coding gene	ENSMUSG00000056749	18030
Nfya	current symbol	MGI:97316	Nfya	nuclear transcription factor-Y alpha	protein coding gene	ENSMUSG00000023994	18044
Nkd1	current symbol	MGI:2135954	Nkd1	naked cuticle 1	protein coding gene	ENSMUSG00000031661	93960
Nmbr	current symbol	MGI:1100525	Nmbr	neuromedin B receptor	protein coding gene	ENSMUSG00000019865	18101
Nog	current symbol	MGI:104327	Nog	noggin	protein coding gene	ENSMUSG00000048616	18121
Nos1	current symbol	MGI:97360	Nos1	nitric oxide synthase 1, neuronal	protein coding gene	ENSMUSG00000029361	18125
Nov		No associated gene					
Npnt	current symbol	MGI:2148811	Npnt	nephronectin	protein coding gene	ENSMUSG00000040998	114249
Nptx1	current symbol	MGI:107811	Nptx1	neuronal pentraxin 1	protein coding gene	ENSMUSG00000025582	18164
Nptxr	current symbol	MGI:1920590	Nptxr	neuronal pentraxin receptor	protein coding gene	ENSMUSG00000022421	73340
Nr1d1	current symbol	MGI:2444210	Nr1d1	nuclear receptor subfamily 1, group D, member 1	protein coding gene	ENSMUSG00000020889	217166
Nr2f1	current symbol	MGI:1352451	Nr2f1	nuclear receptor subfamily 2, group F, member 1	protein coding gene	ENSMUSG00000069171	13865
Nr2f2	current symbol	MGI:1352452	Nr2f2	nuclear receptor subfamily 2, group F, member 2	protein coding gene	ENSMUSG00000030551	11819
Nrbp2	current symbol	MGI:2385017	Nrbp2	nuclear receptor binding protein 2	protein coding gene	ENSMUSG00000075590	223649
Nrg1	current symbol	MGI:96083	Nrg1	neuregulin 1	protein coding gene	ENSMUSG00000062991	211323
Nrg1	current symbol	MGI:96083	Nrg1	neuregulin 1	protein coding gene	ENSMUSG00000118541	211323
Nrg3	current symbol	MGI:1097165	Nrg3	neuregulin 3	protein coding gene	ENSMUSG00000041014	18183
Nrgn	current symbol	MGI:1927184	Nrgn	neurogranin	protein coding gene	ENSMUSG00000053310	64011
Nrn1	current symbol	MGI:1915654	Nrn1	neuritin 1	protein coding gene	ENSMUSG00000039114	68404
Nrp2	current symbol	MGI:1100492	Nrp2	neuropilin 2	protein coding gene	ENSMUSG00000025969	18187
Nt5dc2	current symbol	MGI:1917271	Nt5dc2	5'-nucleotidase domain containing 2	protein coding gene	ENSMUSG00000071547	70021
Nt5e	current symbol	MGI:99782	Nt5e	5' nucleotidase, ecto	protein coding gene	ENSMUSG00000032420	23959
Ntf3	current symbol	MGI:97380	Ntf3	neurotrophin 3	protein coding gene	ENSMUSG00000049107	18205
Ntm	current symbol	MGI:2446259	Ntm	neurotrimin	protein coding gene	ENSMUSG00000059974	235106
Ntn1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	ENSMUSG00000020902	18208
Ntrk1	current symbol	MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	protein coding gene	ENSMUSG00000028072	18211
Ntrk3	current symbol	MGI:97385	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	protein coding gene	ENSMUSG00000059146	18213
Ntsr1	current symbol	MGI:97386	Ntsr1	neurotensin receptor 1	protein coding gene	ENSMUSG00000027568	18216
Ntsr2	current symbol	MGI:108018	Ntsr2	neurotensin receptor 2	protein coding gene	ENSMUSG00000020591	18217
Nuak1	current symbol	MGI:1925226	Nuak1	NUAK family, SNF1-like kinase, 1	protein coding gene	ENSMUSG00000020032	77976
Nucb2	current symbol	MGI:1858179	Nucb2	nucleobindin 2	protein coding gene	ENSMUSG00000030659	53322
Nudt11	current symbol	MGI:1930957	Nudt11	nudix (nucleoside diphosphate linked moiety X)-type motif 11	protein coding gene	ENSMUSG00000073295	58242
Nupr1	current symbol	MGI:1891834	Nupr1	nuclear protein transcription regulator 1	protein coding gene	ENSMUSG00000030717	56312
Nwd2	current symbol	MGI:1920464	Nwd2	NACHT and WD repeat domain containing 2	protein coding gene	ENSMUSG00000090061	319807
Nxph1	current symbol	MGI:107492	Nxph1	neurexophilin 1	protein coding gene	ENSMUSG00000046178	18231
Ociad2	current symbol	MGI:1916377	Ociad2	OCIA domain containing 2	protein coding gene	ENSMUSG00000029153	433904
Olfm1	current symbol	MGI:1860437	Olfm1	olfactomedin 1	protein coding gene	ENSMUSG00000026833	56177
Olfr1344	current symbol	MGI:3031178	Olfr1344	olfactory receptor 1344	protein coding gene	ENSMUSG00000090824	257882
Opn3	current symbol	MGI:1338022	Opn3	opsin 3	protein coding gene	ENSMUSG00000026525	13603
Oprd1	current symbol	MGI:97438	Oprd1	opioid receptor, delta 1	protein coding gene	ENSMUSG00000050511	18386
Optc	current symbol	MGI:2151113	Optc	opticin	protein coding gene	ENSMUSG00000010311	269120
Orai3	current symbol	MGI:3039586	Orai3	ORAI calcium release-activated calcium modulator 3	protein coding gene	ENSMUSG00000043964	269999
Orc6	current symbol	MGI:1929285	Orc6	origin recognition complex, subunit 6	protein coding gene	ENSMUSG00000031697	56452
Ormdl1	current symbol	MGI:2181669	Ormdl1	ORM1-like 1 (S. cerevisiae)	protein coding gene	ENSMUSG00000026097	227102
Osbpl10	current symbol	MGI:1921736	Osbpl10	oxysterol binding protein-like 10	protein coding gene	ENSMUSG00000040875	74486
Osbpl3	current symbol	MGI:1918970	Osbpl3	oxysterol binding protein-like 3	protein coding gene	ENSMUSG00000029822	71720
Osmr	current symbol	MGI:1330819	Osmr	oncostatin M receptor	protein coding gene	ENSMUSG00000022146	18414
Otof	current symbol	MGI:1891247	Otof	otoferlin	protein coding gene	ENSMUSG00000062372	83762
Otub2	current symbol	MGI:1915399	Otub2	OTU domain, ubiquitin aldehyde binding 2	protein coding gene	ENSMUSG00000021203	68149
Oxtr	current symbol	MGI:109147	Oxtr	oxytocin receptor	protein coding gene	ENSMUSG00000049112	18430
P2rx7	current symbol	MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	protein coding gene	ENSMUSG00000029468	18439
P4ha1	current symbol	MGI:97463	P4ha1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide	protein coding gene	ENSMUSG00000019916	18451
Pacrg	current symbol	MGI:1916560	Pacrg	PARK2 co-regulated	protein coding gene	ENSMUSG00000037196	69310
Padi2	current symbol	MGI:1338892	Padi2	peptidyl arginine deiminase, type II	protein coding gene	ENSMUSG00000028927	18600
Pagr1a	current symbol	MGI:1914528	Pagr1a	PAXIP1 associated glutamate rich protein 1A	protein coding gene	ENSMUSG00000030680	67278
Pak7		No associated gene					
Panx2	current symbol	MGI:1890615	Panx2	pannexin 2	protein coding gene	ENSMUSG00000058441	406218
Papola	current symbol	MGI:109301	Papola	poly (A) polymerase alpha	protein coding gene	ENSMUSG00000021111	18789
Paqr3	current symbol	MGI:2679683	Paqr3	progestin and adipoQ receptor family member III	protein coding gene	ENSMUSG00000055725	231474
Parm1	current symbol	MGI:2443349	Parm1	prostate androgen-regulated mucin-like protein 1	protein coding gene	ENSMUSG00000034981	231440
Parp6	current symbol	MGI:1914537	Parp6	poly (ADP-ribose) polymerase family, member 6	protein coding gene	ENSMUSG00000025237	67287
Parvg	current symbol	MGI:2158329	Parvg	parvin, gamma	protein coding gene	ENSMUSG00000022439	64099
Pbx2	current symbol	MGI:1341793	Pbx2	pre B cell leukemia homeobox 2	protein coding gene	ENSMUSG00000034673	18515
Pcdha12	current symbol	MGI:1298370	Pcdha12	protocadherin alpha 12	protein coding gene	ENSMUSG00000103310	192164
Pcdhac1	current symbol	MGI:1891442	Pcdhac1	protocadherin alpha subfamily C, 1	protein coding gene	ENSMUSG00000103255	353236
Pcdhgc4	current symbol	MGI:1935203	Pcdhgc4	protocadherin gamma subfamily C, 4	protein coding gene	ENSMUSG00000023036	93707
Pcgf5	current symbol	MGI:1923505	Pcgf5	polycomb group ring finger 5	protein coding gene	ENSMUSG00000024805	76073
Pcsk2	current symbol	MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	protein coding gene	ENSMUSG00000027419	18549
Pcsk6	current symbol	MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	protein coding gene	ENSMUSG00000030513	18553
Pcyox1l	current symbol	MGI:3606062	Pcyox1l	prenylcysteine oxidase 1 like	protein coding gene	ENSMUSG00000024579	240334
Pdcd4	current symbol	MGI:107490	Pdcd4	programmed cell death 4	protein coding gene	ENSMUSG00000024975	18569
Pde2a	current symbol	MGI:2446107	Pde2a	phosphodiesterase 2A, cGMP-stimulated	protein coding gene	ENSMUSG00000110195	207728
Pde4b	current symbol	MGI:99557	Pde4b	phosphodiesterase 4B, cAMP specific	protein coding gene	ENSMUSG00000028525	18578
Pde4dip	current symbol	MGI:1891434	Pde4dip	phosphodiesterase 4D interacting protein (myomegalin)	protein coding gene	ENSMUSG00000038170	83679
Pde8a	current symbol	MGI:1277116	Pde8a	phosphodiesterase 8A	protein coding gene	ENSMUSG00000025584	18584
Pde8b	current symbol	MGI:2443999	Pde8b	phosphodiesterase 8B	protein coding gene	ENSMUSG00000021684	218461
Pdgfb	current symbol	MGI:97528	Pdgfb	platelet derived growth factor, B polypeptide	protein coding gene	ENSMUSG00000000489	18591
Pdlim4	current symbol	MGI:1353470	Pdlim4	PDZ and LIM domain 4	protein coding gene	ENSMUSG00000020388	30794
Pdpr	current symbol	MGI:2442188	Pdpr	pyruvate dehydrogenase phosphatase regulatory subunit	protein coding gene	ENSMUSG00000033624	319518
Pdxk	current symbol	MGI:1351869	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	protein coding gene	ENSMUSG00000032788	216134
Pdyn	current symbol	MGI:97535	Pdyn	prodynorphin	protein coding gene	ENSMUSG00000027400	18610
Pdzd11	current symbol	MGI:1919871	Pdzd11	PDZ domain containing 11	protein coding gene	ENSMUSG00000015668	72621
Pdzrn3	current symbol	MGI:1933157	Pdzrn3	PDZ domain containing RING finger 3	protein coding gene	ENSMUSG00000035357	55983
Pea15a	current symbol	MGI:104799	Pea15a	phosphoprotein enriched in astrocytes 15A	protein coding gene	ENSMUSG00000013698	18611
Peg3	current symbol	MGI:104748	Peg3	paternally expressed 3	protein coding gene	ENSMUSG00000002265	18616
Peli1	current symbol	MGI:1914495	Peli1	pellino 1	protein coding gene	ENSMUSG00000020134	67245
Pex26	current symbol	MGI:1921293	Pex26	peroxisomal biogenesis factor 26	protein coding gene	ENSMUSG00000067825	74043
Pfkfb3	current symbol	MGI:2181202	Pfkfb3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein coding gene	ENSMUSG00000026773	170768
Pgap2	current symbol	MGI:2385286	Pgap2	post-GPI attachment to proteins 2	protein coding gene	ENSMUSG00000030990	233575
Pgbd5	current symbol	MGI:2429955	Pgbd5	piggyBac transposable element derived 5	protein coding gene	ENSMUSG00000050751	209966
Pgm1	current symbol	MGI:97565	Pgm1	phosphoglucomutase 1	protein coding gene	ENSMUSG00000025791	72157
Pgm2	current symbol	MGI:97564	Pgm2	phosphoglucomutase 2	protein coding gene	ENSMUSG00000029171	66681
Phf24	current symbol	MGI:2140712	Phf24	PHD finger protein 24	protein coding gene	ENSMUSG00000036062	230085
Phyhip	current symbol	MGI:1860417	Phyhip	phytanoyl-CoA hydroxylase interacting protein	protein coding gene	ENSMUSG00000003469	105653
Phyhipl	current symbol	MGI:1918161	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	protein coding gene	ENSMUSG00000037747	70911
Pi4ka	current symbol	MGI:2448506	Pi4ka	phosphatidylinositol 4-kinase alpha	protein coding gene	ENSMUSG00000041720	224020
Piezo1	current symbol	MGI:3603204	Piezo1	piezo-type mechanosensitive ion channel component 1	protein coding gene	ENSMUSG00000014444	234839
Piezo2	current symbol	MGI:1918781	Piezo2	piezo-type mechanosensitive ion channel component 2	protein coding gene	ENSMUSG00000041482	667742
Piga	current symbol	MGI:99461	Piga	phosphatidylinositol glycan anchor biosynthesis, class A	protein coding gene	ENSMUSG00000031381	18700
Pigq	current symbol	MGI:1333114	Pigq	phosphatidylinositol glycan anchor biosynthesis, class Q	protein coding gene	ENSMUSG00000025728	14755
Pik3r5	current symbol	MGI:2443588	Pik3r5	phosphoinositide-3-kinase regulatory subunit 5	protein coding gene	ENSMUSG00000020901	320207
Pip4k2a	current symbol	MGI:1298206	Pip4k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	protein coding gene	ENSMUSG00000026737	18718
Pip5k1c	current symbol	MGI:1298224	Pip5k1c	phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma	protein coding gene	ENSMUSG00000034902	18717
Pitpnm2	current symbol	MGI:1336192	Pitpnm2	phosphatidylinositol transfer protein, membrane-associated 2	protein coding gene	ENSMUSG00000029406	19679
Pitpnm3	current symbol	MGI:2685726	Pitpnm3	PITPNM family member 3	protein coding gene	ENSMUSG00000040543	327958
Pkn1	current symbol	MGI:108022	Pkn1	protein kinase N1	protein coding gene	ENSMUSG00000057672	320795
Pknox2	current symbol	MGI:2445415	Pknox2	Pbx/knotted 1 homeobox 2	protein coding gene	ENSMUSG00000035934	208076
Plcb3	current symbol	MGI:104778	Plcb3	phospholipase C, beta 3	protein coding gene	ENSMUSG00000024960	18797
Plch1	current symbol	MGI:2683547	Plch1	phospholipase C, eta 1	protein coding gene	ENSMUSG00000036834	269437
Plch2	current symbol	MGI:2443078	Plch2	phospholipase C, eta 2	protein coding gene	ENSMUSG00000029055	269615
Pld1	current symbol	MGI:109585	Pld1	phospholipase D1	protein coding gene	ENSMUSG00000027695	18805
Plekho2	current symbol	MGI:2143132	Plekho2	pleckstrin homology domain containing, family O member 2	protein coding gene	ENSMUSG00000050721	102595
Plk2	current symbol	MGI:1099790	Plk2	polo like kinase 2	protein coding gene	ENSMUSG00000021701	20620
Plk5	current symbol	MGI:3026984	Plk5	polo like kinase 5	protein coding gene	ENSMUSG00000035486	216166
Pllp	current symbol	MGI:1915051	Pllp	plasma membrane proteolipid	protein coding gene	ENSMUSG00000031775	67801
Plp2	current symbol	MGI:1298382	Plp2	proteolipid protein 2	protein coding gene	ENSMUSG00000031146	18824
Plpp4	current symbol	MGI:2685936	Plpp4	phospholipid phosphatase 4	protein coding gene	ENSMUSG00000070366	381925
Plpp5	current symbol	MGI:1919160	Plpp5	phospholipid phosphatase 5	protein coding gene	ENSMUSG00000031570	71910
Plppr4	current symbol	MGI:106530	Plppr4	phospholipid phosphatase related 4	protein coding gene	ENSMUSG00000044667	229791
Plxdc1	current symbol	MGI:1919574	Plxdc1	plexin domain containing 1	protein coding gene	ENSMUSG00000017417	72324
Plxna2	current symbol	MGI:107684	Plxna2	plexin A2	protein coding gene	ENSMUSG00000026640	18845
Plxna4	current symbol	MGI:2179061	Plxna4	plexin A4	protein coding gene	ENSMUSG00000029765	243743
Plxnc1	current symbol	MGI:1890127	Plxnc1	plexin C1	protein coding gene	ENSMUSG00000074785	54712
Plxnd1	current symbol	MGI:2154244	Plxnd1	plexin D1	protein coding gene	ENSMUSG00000030123	67784
Pmp22	current symbol	MGI:97631	Pmp22	peripheral myelin protein 22	protein coding gene	ENSMUSG00000018217	18858
